text	label1	label2	label
@rrreveuse als ob er nur eine andursten würde	OTHER	OTHER	0
@Elektro_Robin @ElectriveNet Kompliment, dass Sie für mehr E-mobility arbeiten! Ich werbe seit 5 Jahren dafür. Brauchen E-Cars für Städte!	OTHER	OTHER	0
Solidarität mit ďen Palästinensern! Tŕotzt dem Terror Zions!	OFFENSE	ABUSE	1
Heute Abend ist es soweit: |LBR| Punk/Hardcore mit Open Wounds + PSB - AZ Aachen |LBR| (Erste Show von PSB! Kommt vorbei) |LBR| @	OTHER	OTHER	0
Was macht ihr liebe Kameraden	OTHER	OTHER	0
Entweder handelt es sich bei der Vermeidung eines Bekenntnisses zur Vielfalt, um einen Kniefall vor der #AfD oder den #Sondierungsparteien sind diese Themen zur Gestaltung unserer Zukunft einfach nicht präsent. Eine Erklärung trauriger als die andere. #GroKo #Sondierung	OTHER	OTHER	0
@rspctfl @Innenwelttramp @nadine_wickert @bruck_68 @ergroovt @ThomasMichael71 @houelle_beck @ksemann2 @DrKassandraPari Ich handele Allah und Seinem gesandten zuwider. Und ich bin ungläubig.	OTHER	OTHER	0
@SkyBirdPhoenix fröhlicher gruß aus dem ice in die schönste stadt der welt 🚂	OTHER	OTHER	0
@ndaktuell Gottes Mühlen malen langsam aber fein!	OTHER	OTHER	0
@rspctfl @Innenwelttramp @nadine_wickert @bruck_68 @ergroovt @ThomasMichael71 @houelle_beck @ksemann2 @DrKassandraPari Ich verzichte nicht auf Alkohol. Ich esse Schweinefleisch. Ich lasse mich von Männern ficken. Ich bin ein Ungläubiger.	OTHER	OTHER	0
@MCDRIVENINA verstehe das und kann auch nicht übel nehmen	OTHER	OTHER	0
Soziales |LBR| „Uns geht es gut wie nie“: Altersarmut nimmt drastisch zu |LBR| Von Victoria -  26. Juni 2017 3 367	OTHER	OTHER	0
@Joemino Prostituierte kann sich nicht mal ein Hartz IV leisten, Asylanten sucht euch Wichsvorlageni n Pornos!	OFFENSE	PROFANITY	1
@SPIEGELONLINE Oh das ist ja blöd😜😜 also ab nach hause!!!	OTHER	OTHER	0
@davidbest95 Man könnte auch säkulare Feiertage einführen. Gelegenheiten gäbe es ja genug.	OTHER	OTHER	0
Und die Amis haben recht!Sie Uberwachen ihre Sklaven!	OFFENSE	ABUSE	1
@Cor_Scipio Das ist natürlich verkehrt! Wird sofort korrigiert, danke für den Hinweis! /fxn	OTHER	OTHER	0
@Titania0001 @Jala_varietas @blacknarga300 @damian_tamwood @AliCologne Wie oft man auch versucht es euch zu erklären wo die wahren Hintergründe liegen, es bleibt leider nichts hängen .	OTHER	OTHER	0
"@SJW_MadBunny Die Grünen sind einfach realitaetsfern. ""Minderjährige Flüchtlinge""  terrorisieren bundesweit Klassen, Lehrer, Behörden und Mädchen. DIE sind dann traumatisiert.  Aber nur Deutsche..."	OFFENSE	ABUSE	1
Manche Menschen glauben doch wirklich dass in Deutschland kein Rentner Flaschen sammeln muss. Wie kann das sein?	OTHER	OTHER	0
@FLHeche Erstmal nachdenken, was ein Interview ist bzw. ein Textbeitrag. 😂 Und beides ist übrigens richtig.	OTHER	OTHER	0
@freitweeter @_Migraene_ @RobertaFlint2 @ErdoSultan @CoYoSilver @Venum27004632 @n59_puppche @assassina36 @MSrebre @Bibby182 @ph_phanuel @ChisNoria @wellejena @bine1007 @Iamcovar @AufgewachteWelt @EngelGert @Lukas64F @Ron1872 @Ungebeten1 @PTroll3 @_Apuleius @chris_98763 @LouisPeterle @machata9 @Ich_hake_nach @KoyamaMichi @Cherylli18 @BoteDesUnrechts @ASiegwart @RalfTHeuer @OdmantSuperstar @Lanyihunter1 @smuelle26677552 @MaXanonymous @Johannes135 @FredKrger2 @Connybub @heidi1274 @pseudros @Strandvogt3 @MadameSchwarzi @Hausfrau4ever @Robert19594 @Invictu53409591 @Vigilant__A @estathor @Metalwilli @willplaat Das Saarland scheint eine Brutstätte für so etwas zu sein. |LBR| Weiß das die Gender Idioten bevorzugt von dort kamen. |LBR| Maas, AKK, ... (beide nie vom Volk gewählt). |LBR| Was ist dort?	OFFENSE	INSULT	1
@TheRiver2010 Ich denke vermutlich ja. Wobei ihr Foto im Text recht klein ist.	OTHER	OTHER	0
@formelfriedrich @OuryJalloh Die CDU macht hier Faschisten salonfähig und wird 2021 oder 2025 mit ihnen koalieren um die Bundesregierung zu stellen.	OFFENSE	ABUSE	1
@Imageberatungen @krippmarie Der Üble Türke hat sich schon vor Jahren das letzte bischen Hirn weg gekifft!	OFFENSE	ABUSE	1
@LawTroll Hi Marcel, danke für den Hinweis. Ich reiche es an die Geschäftsstelle weiter.	OTHER	OTHER	0
@jouwatch Furchtbar! Die SPD setzt sich an die Spitze der Hetzer und Diffamierer! Sehen ihre Super-Repräsentanten die Parallelen, zum ihrem angeblich bekämpften historischen Feind, nicht?	OFFENSE	INSULT	1
@SteinbachErika So langsam frage ich mich. Haben wir da eine Generation Gehirn Prothesen träger heran gezogen.	OFFENSE	INSULT	1
@agolumneu10 @Christ_Rose_ddb Da gibt‘s aber ein Problem, die BRD ist genau wie die Titanic, sie hat zu wenig Rettungsboote	OTHER	OTHER	0
Der ist nicht die hellste Kerze. Wer behaupte, daß die Türken Deutschland aufgebaut haben den kann ich nicht für voll nehmen.	OFFENSE	INSULT	1
@hugresch @saltomentale Ich finde es befremdlich, wenn man es nicht schafft, auf anderen Wegen dem eigenen Leben einen Sinn zu geben.	OTHER	OTHER	0
@florianeder @sebastiankurz @JunckerEU Kann mich dunkel an erste schwarz-blaue Koalition erinnern. Wird jetzt in der EU einfach die gegenteilige Strategie verfolgt?	OTHER	OTHER	0
Vergesst nicht die Gastfreundschaft, durch sie haben manche Engel beherbergt und wussten es nicht (Hebr 13,2). #Integration	OTHER	OTHER	0
@krakrakrakrakra @krippmarie |LBR| Axel Stoll wir vermissen dich!	OTHER	OTHER	0
Wer als Sozialdemokrat nun diese „hervorragenden Ergebnisse“ (Parteichef Martin Schulz) kleinredet, sollte einmal erläutern, in welcher Konstellation er – mit gerade einmal 20,5 Prozent im Kreuz – mehr erreichen möchte.	OTHER	OTHER	0
Deutsche wehrt euch und kämpft!	OTHER	OTHER	0
@Kilian54957329 @SCBachmann Erzählt es allen!	OTHER	OTHER	0
@SteinbachErika Die Linke ist auch eine Nachfolger Partei der SED abschaffen? Auf jedenfalls eher als den 1.Mai.	OTHER	OTHER	0
@DamnHotFinn Das steht doch da drin ...	OTHER	OTHER	0
"Walter Kohl erhebt in einem Interview im ""Zeit""-Magazin schwere Vorwürfe gg. Merkel. ""Anteil am Tod meiner Mutter"" durch VERRAT (passt 🤢)"	OTHER	OTHER	0
die schützenlliesl spricht von nachbarschaft zur türkei. sie soll mal dem, der |LBR| verdächtig war, ziegen zu ficken, das schandmaul verbieten.	OFFENSE	ABUSE	1
@saeed6ali Putin, bzw. Russland würde uns bestimmt den Großteil der Kriminellen ab nehmen, und das für wenig Geld. Die haben viel Platz, und wunderbar ausgestattete Knäste ein humanes System und vorbildliche Wärter........Sibirien ist sehr groß.	OTHER	OTHER	0
Unsere Gedanken sind heute Abend bei den Opfern vom #Breitscheidplatz und ihren Familien. #Israel steht an der Seite Deutschlands. #Berlin	OTHER	OTHER	0
Ich habe einen Platz in Gottes Plan,auf Gottes Erde,den kein anderer hat. |LBR| John Henry Newmann	OTHER	OTHER	0
@OlQuit Deutschland muss man wieder gesund machen	OTHER	OTHER	0
"@oadiakosmos @Fjordspringer @gselsbaer @transsimian @3rd_stone_f_sun @Schnubb36 @AlfredAndPaul @TomBell46959788 @KosmosOadia @druzim @DasEbenbild @_Apuleius @karlrahner_sj @veronikusz @LadyLeliana @VJanusch @HELMA__D @ifw_recht @gbs_org Sieht so aus als hast du eine komplett andere Wahrnehmung der Realität. Vielleicht interpretierst du auch das Wort""Tatsachen""anders. Ich sehe hier nur einen der Tatsachen konsequent ignoriert und das bist leider du. Sogar Schnubb hatte die Größe religiöse Verbrechen anzuerkennen."	OTHER	OTHER	0
@dukenford @allesevolution Aber vielleicht verliert die CDU noch mehr. Wäre doch cool 😎	OTHER	OTHER	0
Würde man das ganze Netzwerke vorstellen, das im Hintergrund dieser Kampagne fungiert, dann würde auch die Klima-#Malala in anderem Licht erscheinen! #GretaThunberg	OTHER	OTHER	0
@Regendelfin Sind selbst Schuld die Dummen Girlies die unbedingt Modell werden wollen,	OFFENSE	INSULT	1
@WojtekThomalla @_macmike @NawratAnna @AthinaMala @charlie_silve @petpanther0 @MustaphaMondAH @SJW_MadBunny @mastermikeg @machtjanix23 @SpadeCarrier @Steffmann45 @troll_putin @Norbinator2403 @ennof_ @NancyPeggyMandy @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @NoHerrman @willjrosenblatt @feldenfrizz @nasanasal @ellibisathide @MD_Franz @YouTube Darf man fragen, warum der Schlaumeier auf dem Bild sich nicht für euch in D einsetzt? Mit seinem Wissen könnte er das - warum tut er es nicht? Schonmal darüber nachgedacht?	OTHER	OTHER	0
Erst das Schweigen tut das Ohr auf für den inneren Ton in den Dingen, in Tier und Baum und Wolke. Romano Guardini	OTHER	OTHER	0
Auch süß. |LBR| Die vereinigte #Lügenpresse verbreitet mal wieder Horrogeschichten über den #Brexit. |LBR| Jetzt droht den #Relotiusmedien zufolge eine #Hungersnot im Vereinigten Königreich.	OFFENSE	ABUSE	1
Tief betroffen über Morde v #LasVegas. Mein Mitgefühl,auch den Hinterbliebenen. Und Schande über all die #fake -newser, die Leid instrument.	OTHER	OTHER	0
@Tom174_ @dwarfplanet @RF_WDA @tollversterker Ich bin Dein größter Fan.	OTHER	OTHER	0
Moin zusammen <U+0001F44B><U+0001F44B><U+0001F44B> |LBR| Alle mitsingen: <U+0001F3B6><U+0001F3B6> Schön ist es auf der Welt zu sein.... <U+0001F3B6><U+0001F3B6> |LBR| #miraclemorning	OTHER	OTHER	0
@clemenswergin @mathieuvonrohr Die Deutschen kamen mir heute ganz normal vor.... jedenfalls ausserhalb des Regierungsviertels.	OTHER	OTHER	0
@StephanDerrick2 bei „uns deutschen und belehren“ war ich raus. heute keine lust auf son n quatsch...	OTHER	OTHER	0
"Was Ihr ""sexuelle Belästigung"" nennt, ist für mich eine gepflegte Unterhaltung in einer Homo-Kneipe. |LBR| #MeToo"	OFFENSE	ABUSE	1
Heiko Maas ist furchtbar. Sein gelabber sollte unter Strafe stehen. #berichtAUSberlin	OFFENSE	INSULT	1
Terror wird durch Gegenterror beantwortet werden!	OFFENSE	ABUSE	1
Im Internet unbekannte Leute anfahren und bloßstellen, bei diskriminierenden Personen aus ihrem persönlichen Umfeld aber dann die Fresse halten. Das ist echter Social Justice Warrior Schmutz. <U+0001F44C>	OFFENSE	INSULT	1
@_Migraene_ @Grace30714933 @RalfTHeuer @Venum27004632 @chris_98763 @CoYoSilver @ph_phanuel @ChisNoria @assassina36 @wellejena @Bibby182 @bine1007 @Iamcovar @AufgewachteWelt @EngelGert @Lukas64F @Ron1872 @Ungebeten1 @PTroll3 @_Apuleius @LouisPeterle @machata9 @Ich_hake_nach @n59_puppche @KoyamaMichi @Cherylli18 @BoteDesUnrechts @ASiegwart @freitweeter @OdmantSuperstar @Lanyihunter1 @smuelle26677552 @MaXanonymous @Johannes135 @FredKrger2 @Connybub @heidi1274 @pseudros @Strandvogt3 @MadameSchwarzi @Hausfrau4ever @Robert19594 @Invictu53409591 @Vigilant__A @estathor @Metalwilli @willplaat @2018Wahrheit @Kabra66 Ja. |LBR| Aber glaube, es ist verloren. |LBR| Europäische Männer werden diskriminiert und genozidiert, Frauen sind mehrheitlich eh hässlichst illoyal verheuchelt. |LBR| Wer will schon Beziehung zu Verräterinnen?	OFFENSE	ABUSE	1
@Nazifresser ach keine Angst ….wir vergessen nicht ….wir haben aus der geschichte gelernt ...wir haben von nix gewusst wird es nicht mehr geben.. auch nicht..und gerade nicht für Deutsche!... versprochen!!!	OTHER	OTHER	0
@Helheimer Als hat es sich gelohnt ☺	OTHER	OTHER	0
@info2099 @petpanther0 @AthinaMala @charlie_silve @ThomasGBauer @feldenfrizz @_macmike @NoHerrman @ellibisathide @Miquwarchar @MD_Franz Mit welchem Mittel beherrscht man die Massen am effizientesten, |LBR| ‼️ANGST‼️	OTHER	OTHER	0
@BILD Die können ein Zimmerkonzert veranstalten,keine Fans mehr , ja wo sind sie denn ?wo sind die hingelaufen?	OTHER	OTHER	0
Das #nowkr Mobivideo ist derzeit offline, wird aber in den nä. 1-2 Tagen wieder online gestellt	OTHER	OTHER	0
@Hermann3004 Ja, die süßen GrünInnen mit ihrem lustigen #Wetterwandel	OFFENSE	ABUSE	1
Staatsanwaltschaft ermittelt gegen AfD-Landtagsabgeordneten |LBR| Eine frühere Mitarbeiterin erhebt schwere Vorwürfe gegen einen AfD-Landtagsabgeordneten. Die Staatsanwaltschaft ermittelt wegen Vergewaltigungsverdachts, der Politiker weist die Anschuldigungen zu |LBR| #NoAfD #AfDwürgt	OTHER	OTHER	0
Nachhilfestunde für @AuswaertigesAmt |LBR| Islamistischen Terror ist EINSEITIG. Oder provozierten die Opfer vom Breitscheitplatz vorher Amri?	OTHER	OTHER	0
@Bus_Fauli Ich hab nichts davon mitbekommen, dass gestern gesagt wurde, die Bahn fahre ab XX Uhr nicht mehr. /TN	OTHER	OTHER	0
@sven_giegold @Die_Gruenen @GoeringEckardt @peter_simone @cem_oezdemir @SkaKeller @blochbihler @ProAsyl Ihr Grünen seid armselig. Mit dem Geld der Steuerzahler um euch zu werfen.	OFFENSE	INSULT	1
@dimetrodon109 @Jim_Beau_27 |LBR| Pfui Teufel Sollen die Wilderer zur Hölle fahren!	OFFENSE	PROFANITY	1
Grindel ist auch in der Halle!<U+0001F602> |LBR| Hoffentlich ist er nicht für das Krisenmanagement nach der heutigen Klatsche zuständig. Es gibt in der deutschen Mannschaft keinen türkischen Sündenbock!<U+0001F602><U+0001F602> #GERNOR	OTHER	OTHER	0
@fred_lumma @Nazifresser haha ...alles was du bis jetzt geschrieben hast, kann ich dir als Propaganda gutschreiben ...selten HERRLICHER Dummschwatzfaschist... so jetzt geh Händchen halten mit NAZIFRESSE! #Liebe #DummeSindImmerMehr!	OFFENSE	INSULT	1
@Ernst_1895 Typische Deutsche. Kehrwoche,  Gutmensch, Kinderfeind (wenn sie keinen Bart haben)	OFFENSE	INSULT	1
@ainyrockstar @welt Die Frauen die nach Geschäftsschluss mit öffentlichen Verkehrsmitteln nach Hause fahren müssen tun mir leid.und wenn man dann durch Käfertal und Viernheim nach Weinheim fahren muss hat man das Gefühl die RNV fährt durch den Kongo.	OFFENSE	ABUSE	1
Ich brech weg _! wusst wirklich nicht das es einen Minister für Ernährung gibt ....jawohl haut das geld für sowas weiter raus !!!!!	OTHER	OTHER	0
@ultrabreit Ein weiterer Grund, den ich häufig erlebe, ist, dass es zu wenig Männer (richtige Männer 😉) im Schuldienst gibt. Erfolgreicher Unterricht ist vor allem auch Identifikation.  Mädchen lieben mich,  Jungen rebellieren...	OFFENSE	INSULT	1
@ErdoSultan @_Migraene_ @Venum27004632 @RobertaFlint2 @CoYoSilver @n59_puppche @assassina36 @MSrebre @Bibby182 @ph_phanuel @ChisNoria @wellejena @bine1007 @Iamcovar @AufgewachteWelt @EngelGert @Lukas64F @Ron1872 @Ungebeten1 @PTroll3 @_Apuleius @chris_98763 @LouisPeterle @machata9 @Ich_hake_nach @KoyamaMichi @Cherylli18 @BoteDesUnrechts @ASiegwart @RalfTHeuer @freitweeter @OdmantSuperstar @Lanyihunter1 @smuelle26677552 @MaXanonymous @Johannes135 @FredKrger2 @Connybub @heidi1274 @pseudros @Strandvogt3 @MadameSchwarzi @Hausfrau4ever @Robert19594 @Invictu53409591 @Vigilant__A @estathor @Metalwilli @willplaat Wie wär's wenn diese Trollerei hier jetzt aufhört?	OTHER	OTHER	0
@FOJ45360104 @Papier451 Bei einigen Promis zeigt sich das sie entweder zu viele Schnaps Pralinen gefuttert haben oder was wahrscheinlicher ist eine Gehirn Prothese tragen.	OFFENSE	INSULT	1
@nminkmar @Schmidtlepp @peteraltmaier In der saarl. Landesvertretung gab es für die Gruppe Lyoner und saarl. Bier. Bei uns nur gute Politik ;-) |LBR| #HauptsachGuddGess	OTHER	OTHER	0
"@Junge_Freiheit @Renft1964 Wie man an dem Wahlergebnis gesehen hat, sind die ""Deutschen Trottel"" noch immer in der Mehrzahl!"	OFFENSE	ABUSE	1
@MiataMuc @Tom174_ @ThiloAdamitz So gehört sich das. Hunde ausführen verschafft schließlich Dates!	OTHER	OTHER	0
icherheitsvorkehrungen bei Flugkontrollen lassen eine Menge zu wünschen übrig. Das hat auch eine Reportage von RTL jüngst deutlich gemacht.	OTHER	OTHER	0
@Rebellin70 Bei uns undenkbar...welch ein Aufschrei der Grünen.... |LBR| Und jetzt noch die FDP dazu...was dachten sich die 🇩🇪nur dabei..??	OTHER	OTHER	0
Worterklärungen: |LBR| Vierling = 9,26 cdm |LBR| Imber = Ingwer |LBR| Lott = 16 g |LBR| Musgatnus = Muskatnuss |LBR| Nägl = Nelken	OTHER	OTHER	0
Danke @hhvrecords ! |LBR| Alles gut angekommen! <U+0001F5A4><U+2764>	OTHER	OTHER	0
Merkels MasterPlan |LBR| Deutsche zur Minderheit im eig. Land machen |LBR| Wers begreift wird zum Nazi erklärt. |LBR| Bundeswehr säubern+Gegenwehr ausschalten	OFFENSE	ABUSE	1
Vier Wochen Theater hat genervt, vier Jahre wären schlimmer gewesen #JamaikaAbbruch	OTHER	OTHER	0
@m8Flo @everlast_fs @rspctfl @BolzAndrea @Innenwelttramp @LGnimag @dasstimmvieh @NordicSkulled @Suzimiya @waldenmonk @ThomasMichael71 @Coffee__Grind @houelle_beck @THesmert @Chinasky64a @MartinDomig Es kann nicht sein, dass man Kindern im Grundschulalter ein Kopftuch überzieht. |LBR| Wir sind hier nicht in Kabul oder Saudi Arabien!	OTHER	OTHER	0
Auf den Müll mit den Drecksäcken	OFFENSE	INSULT	1
"Ich fasse es nicht, die GRÜNEN entdecken ihre ökologische ""Kernkompetenz"" 😂😂😂 MIT GLYPHOSAT UND GÜLLE??? 😂😂😂 Wer soll denen noch glauben 😂😂😂"	OTHER	OTHER	0
Deutsches Fernsehn bestet nur aus Propaganda und geistigen Dünnschiss	OFFENSE	ABUSE	1
Ihr Lieben! |LBR| Bevor die TL explodiert....nur weil der 41. Verbrecher an der Spitze der Mutter aller Imperialisten gestorben ist, müsst ihr mir heute NICHT damit mein Twitter versauen, ok? |LBR| Bitte! |LBR| Danke!!!	OFFENSE	INSULT	1
@N24 Dank der Islamisierung unserer Heimat!	OFFENSE	ABUSE	1
@anna_IIna @Margit030 Wieviel MUFL‘s haben die in ihren Land . Da läuft man durch und hat es noch nicht einmal gemerkt.	OTHER	OTHER	0
@BejuBinich Niemand will sie und trotzdem sind sie noch da....😃😃	OTHER	OTHER	0
AUF DAS DER FUROR TEUTONICUS ERWACHT !zurhöllemitmerkel !	OFFENSE	ABUSE	1
Egal wo ich in PL für öffentl. AG u Kommunalpolitiker dolmetschte,Deutsche Spitzenpolitiker sind bei ihnen zu (wörtl.) LACHNUMMERN geworden😜	OFFENSE	INSULT	1
spannender Wahlabend in Ägypten. Erste Hochrechnungen: |LBR| al-Sisi: 93% |LBR| Hamdeen Sabahi: 3% |LBR| ungültige Stimmen: 4%	OTHER	OTHER	0
@republikaner |LBR| Die Deutschen drehen durch sobald sie jemanden rechtsradikal vermuten. Gehirnwäsche hat leider zu gut funktioniert.	OFFENSE	INSULT	1
Eine einfache Google Suche nach Matthias Moosdorf ist ein großer Quell der Freude. Hochkultur, huh? <U+0001F60F>	OTHER	OTHER	0
#TBB u. BKTB werden am 8.März um 14 Uhr am Kotti als Zeichen für mehr Gleichberechtigung der Frauen Rosen an Frauen verteilen	OTHER	OTHER	0
...die Verbrechen wirklich geheim zu halten. |LBR| Es ist die Technik, mit der es der Welt möglich ist, über Kriegs- und Alltagsverbrechen zu berichten. Diese Möglichkeit steht jedem Menschen [...] in unseren Breitengraden zur Verfügung. MÖGE KEINER SAGEN, ER HÄTTE ES NICHT GEWUSST!	OTHER	OTHER	0
@ThomasOppermann Ob von Merkel oder Schulz? Wir Deutsche wollen und können dieses Dummgelaber der Pest (Merkel) und Cholera (Schulz) nicht mehr hören!	OFFENSE	INSULT	1
@johannesdal Beweisen sie Gott und melden sie sich bitte wieder. Die Beweispflicht obliegt nicht den Atheisten.	OTHER	OTHER	0
Die Regierungen Polens, Ungarns usw. handeln im Interesse d. Bürger u. stemmen sich gegen d. zu Scheitern verurteilte Gleichmacherei der EU😜	OTHER	OTHER	0
die fr schreibt: : Laut Demo-Anmelder Werner Rätz wird die Polizei die etwa 500 Eingekesselten jetzt einzeln durchsuchen....#blockupy	OTHER	OTHER	0
@luca Ich nehme an, die Ortsmarke „Altenbeken“ hilft bei der Übung.	OTHER	OTHER	0
Ich bin zwar heute strong und healthy, aber leider komplett unmotivated <U+0001F937><U+200D><U+2642><U+FE0F>	OTHER	OTHER	0
@PolyPepper War in der Fraktion. Jetzt auf dem Weg zum Brandenburger Tor. Lichterzünden um 18.30. Mein Zeichen.	OTHER	OTHER	0
@BILD Scheisse ist der Dumm, den nimmt doch keiner ernst!! Gehe in deine Hütte und bleib einfach still Steinmeier!!!!😡😡	OFFENSE	INSULT	1
@radi0tv worauf bezieht sich das denn=?	OTHER	OTHER	0
Ist schon merkwürdig wie die linksgrünen Nazis immer mehr Einfluss auf Europa nehmen.	OFFENSE	ABUSE	1
@Prinz_Garten Geht leider nicht aufgrund von Weihnachtsstress. Heute morgen nur im Fitnessstudio gewesen. Ab morgen wieder <U+0001F6B4><U+200D><U+2642><U+FE0F><U+0001F4A8>	OTHER	OTHER	0
@BWSpricht |LBR| Mögen diese Weihnachtswünsche in Erfüllung gehen! Im Namen des Dreifaltigen	OTHER	OTHER	0
@kreiten_irma Übel, echt übel. Solche Typen, anders kann ich die nicht nennen, können im schlimmsten Fall grossen Schaden anrichten.	OTHER	OTHER	0
@rbbabendschau @ParitaetBerlin Engagierte, beeindruckende Frau. Bei ihr als Ausländerbeauftragte dürfte ich mal eine Station als Rechtsreferendarin machen. 😏	OTHER	OTHER	0
@info2099 @RalfPflug Das Video enthält entscheidende Fehler in den Texten (Der Staat DR) auch die Schlussfolgerung im Video ist falsch	OTHER	OTHER	0
.@ZDFheute spricht von Razzien gegen „Linksextreme“ wg #G20. Dachte immer, Linke wären unfähig zu Gewalt, sozusagen geborene Pazifisten. 😇	OTHER	OTHER	0
@FrankBeh Verrückt! :-( Nur eine Vermutung, die aber sehr unwahrschlich ist: Vielleicht liegt es an den neuen Vorgaben bei Twitter. /sth	OTHER	OTHER	0
@schlegelvo Grundsätzlich haben Sie natürlich recht. Aber meine Sie damit, dass alleine die Unfähigkeit von Frauen dafür sorgt, dass sie in vielen gesellschaftlichen Bereichen weniger vertreten sind?	OFFENSE	ABUSE	1
@LinnKuppitz @AlternativeNRW Seit wir Minister mit Migationshintergrund haben, so wie diese Integrationslotte Aydan Özoguz deren Brüder Islamisten sind!	OFFENSE	INSULT	1
@Catwolf_3 @jutta_ditfurth sag ich doch,Ditfuth.Du Blitzbirne Du<U+0001F44D><U+0001F44D><U+0001F44D><U+0001F602><U+0001F602><U+0001F923><U+0001F923>	OFFENSE	INSULT	1
Bin froh,dass ich die Ukrainer in guten&amp;schlechteren Tagen unterstützen kann.Für uns alle.In Europa. @ua_parliament @Hromadske @EuromaidanPR	OTHER	OTHER	0
Wenn die Deutschen erstmal alle erwachen aus ihrem schlaf wird dieses kranke land namens BRD wieder zum alten Deutschland	OFFENSE	ABUSE	1
@DJanecek @robinalexander_ Öffentliche Entlarvungen mag ich nicht. 😉😉 aber für Mitte-Links stand ich immer...	OTHER	OTHER	0
HEUTE: Ab 18:00 Uhr Solidaritäts-Küche für obdachlose Geflüchtete ab 18:00 Uhr im IZ (Koblenzer Straße!) #Frankfurt #MeinFrankfurt	OTHER	OTHER	0
@RegSprecher Da durch Merkel und der EU (außer Osteuropa) Demokratie abgeschafft wurde! Die Völker Europas geben den Katalanen recht!	OTHER	OTHER	0
@Nessie43 Wieso Salz? Wo erfährt man in unseren Medien tatsächliche Meinungsbilder. In meiner dortigen Arbeit muss ich mich oft fremdschämen	OTHER	OTHER	0
Ich bin fest davon überzeugt, Murksel hätte 1989 schießen lassen u. würde es mit diesem Klüngel auch heute tun. Überzeugt mich vom Gegenteil	OFFENSE	INSULT	1
@MiataMuc @Tom174_ Schlecht sehen, aber Auto fahren 🙄	OTHER	OTHER	0
@Sundownsolution @SteinbachErika Dem Kommentar entnehme ich das auch ihre Schaukel als Kind zu nahe an der Wand gestanden hat.	OFFENSE	INSULT	1
@ThomasMichael71 @ZeichenTaten Bio-Landbau ist im Wesentlichen überflüssig. Es gibt weder eine gesundheitliche noch ökologische und erst recht keine ökonomische Notwendigkeit dafür. Es is ein reiner Luxustrend.	OTHER	OTHER	0
@aranxo Sie hat 25 Oberteile anprobiert und keines hat gepasst... Drama!	OTHER	OTHER	0
@mittelfinger Mädel, Du hast noch nichts durchschaut.	OTHER	OTHER	0
@markusuli @janboehm Noch so ein Speichellecker vom Dummfick Döhnermann<U+0001F92A>	OFFENSE	INSULT	1
Andrea #Nahles macht sich verdient um Erweiterung des politischen Wortschatzes: „in die Fresse“, „angerührte Kacke“ - und jetzt - „bätschi“, „bätschi“. Die von @MartinSchuz angedrohte Bildungs-REVOLUTION hat begonnen. #spdbt2017	OTHER	OTHER	0
@pinselpoetin @Nichtkonformist Da bin ich ja beruhigt, ansonsten hätte ich mit 60 der Liebe abgeschworen und mich gänzlich zurückgezogen 😜	OTHER	OTHER	0
"#illner Das Söder nun auf #AfD Programm macht und die Wahrheit ausspricht,welche nur bei der AfD rassistisch und polemisch,bei Söder aber ""bürgernahe Erkenntnis"" ist,scheint #87Prozent überhaupt nicht zu stören. |LBR| Ja...so sind sie.Die Heuchler und Doppelmoraler."	OFFENSE	INSULT	1
@FabriziaFalcone Oftmals staunen und ärgern wir uns über Richtersprüche...den Urteile sollten als Abschreckung und als Strafe dienen..! |LBR| In diesem Fall mag die Strafe zu hoch sein, doch als Abschreckung eine richtige und konsequente Maßnahme..!	OTHER	OTHER	0
@sandra2519691 Dann eben 100X 5 !<U+0001F923><U+0001F605><U+0001F602><U+0001F44D><U+0001F609>	OTHER	OTHER	0
@Steinhoefel Sie habens nötig! Widerlicher Glatzkopf!	OFFENSE	INSULT	1
@JohnnyVCaffine In diesem Fall müssen Sie sich wohl persönlich nach #Israel begeben 😉	OTHER	OTHER	0
@janboehm @KathaSchulze Das hab ich mich bei dir auch schon gefragt.Ich hoffe,das du irgendwann mal zu einen schönen Türkei Urlaub zu Erdogan fliegst. Der freut sich bestimmt dich zu sehen.Aber da hat der kleine bestimmt eine hündische Angst vor.Aber hier Frauen beleidigen,das kann der Held. Lächerlich	OFFENSE	INSULT	1
@MiataMuc @matt_espunkt @KonseqLiberal Ich dachte wir sind quasi verheiratet?	OTHER	OTHER	0
@_donalphonso Frau @KathaSchulze spielt nur eine konzipierte Rolle. Ihre politischen Aktionen gründen nicht auf eigener Überzeugung, sondern bedienen einen exklusiv für ihre Wähler(kunden) designten Lifestyle. Echte Umweltschützer werden auf grünen Parteitagen meist als „Waldschrat“ verlacht.	OFFENSE	INSULT	1
@hope_no1 @krippmarie Das also ist weiterhin unser Oberhaupt....für ein junges dynamisches Volk.	OTHER	OTHER	0
@abderrahimde1 Dazu brauchen Sie keine Geheimdienste. Es war für jeden sichtbar... E ist ein gefährlicher Salafist und Hassprediger der die Jugend vergiftet...	OTHER	OTHER	0
@vadderland @schweizerguy @megatwingo Du behauptest also, dass erst Kleidung das Geschlecht definiert?	OTHER	OTHER	0
